Id,LotArea,OverallQual,YearBuilt,YearRemodAdd,BsmtFinSF1,BsmtUnfSF,TotalBsmtSF,GrLivArea,FullBath,BedroomAbvGr,KitchenAbvGr,TotRmsAbvGrd,Fireplaces,GarageCars,YrSold,SalePrice
293,11409,5,1949,2008,292,476,768,1716,1,3,1,8,1,1,2009,131000
294,16659,7,1977,1994,795,0,795,2263,2,3,1,9,1,2,2006,235000
295,9600,6,1953,1953,1285,131,1416,1644,1,3,1,7,2,2,2009,167000
296,7937,6,1984,1984,819,184,1003,1003,1,3,1,6,0,2,2006,142500
297,13710,5,1950,1950,420,490,910,1558,1,4,1,6,0,1,2007,152000
298,7399,7,1997,1998,649,326,975,1950,2,3,1,7,1,2,2007,239000
299,11700,6,1968,1968,384,143,702,1743,1,3,1,7,1,2,2007,175000
300,14000,6,1950,2004,0,1092,1092,1152,1,3,1,6,1,1,2009,158500
301,15750,5,1953,1953,841,324,1165,1336,1,2,1,5,2,1,2006,157000
302,16226,8,1998,1999,281,747,1028,2452,2,4,1,9,1,2,2007,267000
303,13704,7,2001,2002,0,1541,1541,1541,2,3,1,6,1,3,2006,205000
304,9800,5,1972,1972,894,0,894,894,1,3,1,5,0,2,2006,149900
305,18386,7,1880,2002,0,1470,1470,3493,3,3,1,10,1,3,2008,295000
306,10386,8,2004,2005,1464,536,2000,2000,2,3,1,8,0,3,2007,305900
307,13474,7,1990,1991,700,0,700,2243,2,4,1,8,1,3,2007,225000
308,7920,6,1920,1950,0,319,319,1406,1,3,1,6,0,0,2008,89500
309,12342,4,1940,1950,262,599,861,861,1,1,1,4,0,2,2009,82500
310,12378,9,2003,2004,1274,622,1896,1944,2,3,1,8,3,3,2006,360000
311,7685,6,1993,1994,518,179,697,1501,2,3,1,6,1,2,2006,165600
312,8000,6,1948,2002,680,292,972,972,1,2,1,5,1,1,2009,132000
313,7800,5,1939,1950,507,286,793,1118,1,3,1,5,1,2,2006,119900
314,215245,7,1965,1965,1236,80,2136,2036,2,3,1,8,2,2,2009,375000
315,9600,7,1925,1990,16,712,728,1641,1,3,1,6,1,2,2006,178000
316,7795,7,2004,2005,425,291,716,1432,2,3,1,6,1,2,2009,188500
317,13005,7,1980,1980,692,153,845,2353,2,4,1,10,1,2,2009,260000
318,9000,8,2006,2006,0,1088,1088,1959,2,3,1,8,1,3,2007,270000
319,9900,7,1993,1993,987,360,1347,2646,2,4,1,9,1,3,2009,260000
320,14115,7,1980,1980,1036,336,1372,1472,2,3,1,6,2,2,2009,187500
321,16259,9,2006,2006,0,1249,1249,2596,3,4,1,9,0,3,2006,342643
322,12099,8,2004,2004,970,166,1136,2468,2,4,1,10,1,3,2007,354000
323,10380,7,1986,1987,28,0,1502,2730,2,4,1,8,1,2,2007,301000
324,5820,3,1955,2005,256,906,1162,1163,1,3,1,6,0,1,2006,126175
325,11275,7,1967,2007,0,710,710,2978,2,5,1,11,1,2,2010,242000
326,5000,5,1941,1950,116,604,720,803,1,2,1,5,0,2,2007,87000
327,10846,8,1993,1993,1619,100,1719,1719,1,1,1,6,2,2,2008,324000
328,11600,6,1960,1960,565,818,1383,1383,1,3,1,7,0,1,2006,145250
329,11888,6,1916,1994,0,844,844,2134,2,5,1,10,0,2,2009,214500
330,6402,5,1920,1950,0,596,596,1192,1,3,1,6,0,1,2009,78000
331,10624,5,1964,1964,40,1424,1728,1728,2,6,2,10,0,1,2007,119000
332,8176,5,1958,1992,846,210,1056,1056,1,3,1,6,0,1,2007,139000
333,10655,8,2003,2004,1124,1603,3206,1629,2,3,1,7,1,3,2009,284000
334,8198,7,2004,2004,720,638,1358,1358,2,2,1,6,1,2,2008,207000
335,9042,6,1998,1998,828,115,943,1638,2,3,1,7,2,2,2008,192000
336,164660,5,1965,1965,1249,103,1499,1786,2,3,1,7,2,2,2008,228950
337,14157,9,2005,2006,1249,673,1922,1922,2,3,1,8,1,3,2007,377426
338,9135,7,2002,2003,810,726,1536,1536,2,3,1,7,0,2,2008,214000
339,14145,7,1984,1998,213,995,1208,1621,2,3,1,8,0,2,2006,202500
340,12400,6,1958,1998,585,630,1215,1215,1,3,1,6,0,1,2009,155000
341,14191,8,2002,2002,0,967,967,1908,2,4,1,9,0,2,2010,202900
342,8400,4,1950,1950,0,721,721,841,1,2,1,4,0,1,2009,82000
343,8544,3,1949,1950,0,0,0,1040,2,2,2,6,0,2,2006,87500
344,8849,9,2005,2005,28,1656,1684,1684,2,2,1,6,1,2,2008,266000
345,2592,5,1976,1976,129,175,536,1112,1,3,1,4,0,1,2010,85000
346,6435,6,1939,1950,0,972,972,1577,1,3,1,6,1,1,2006,140200
347,12772,6,1960,1998,498,460,958,958,1,2,1,5,0,1,2007,151500
348,17600,6,1960,1960,1270,208,1478,1478,2,3,1,6,2,2,2009,157500
349,2448,7,2003,2004,573,191,764,1626,2,2,1,6,0,2,2008,154000
350,20431,9,2005,2006,1410,438,1848,2728,2,4,1,10,2,3,2006,437154
351,7820,9,2007,2007,0,1869,1869,1869,2,2,1,6,1,2,2007,318061
352,5271,7,1986,1986,1082,371,1453,1453,1,2,1,6,1,2,2006,190000
353,9084,5,1941,1950,236,0,616,1111,1,3,1,5,0,1,2008,95000
354,8520,6,1928,2003,0,624,624,720,1,2,1,5,0,2,2010,105900
355,8400,6,1940,2000,388,552,940,1595,1,2,1,6,2,1,2006,140000
356,11249,6,1995,1995,334,322,1200,1200,2,3,1,6,0,2,2007,177500
357,9248,6,1992,1992,560,598,1158,1167,2,3,1,6,0,2,2009,173000
358,4224,5,1976,1976,874,268,1142,1142,1,3,1,6,1,2,2007,134000
359,6930,5,1958,1958,300,468,1062,1352,1,3,1,6,0,1,2006,130000
360,12011,8,1998,1998,956,130,1086,1924,2,3,1,7,1,2,2006,280000
361,7540,6,1978,1978,773,115,888,912,1,2,1,5,1,2,2007,156000
362,9144,5,1940,1982,399,484,883,1505,1,3,1,8,0,1,2008,145000
363,7301,7,2003,2003,0,0,0,1922,3,4,1,7,1,2,2009,198500
364,1680,6,1972,2007,162,321,483,987,1,2,1,5,0,1,2009,118000
365,18800,6,1976,1976,712,84,796,1574,2,3,1,6,1,2,2006,190000
366,10690,5,1920,1997,456,216,672,1344,1,3,1,6,0,1,2009,147000
367,9500,6,1963,1963,609,785,1394,1394,1,3,1,6,2,2,2009,159000
368,9150,6,1962,1962,371,728,1099,1431,1,3,1,6,1,1,2008,165000
369,7800,5,1954,1954,540,728,1268,1268,1,2,1,7,1,1,2010,132000
370,9830,5,1959,2006,72,733,1063,1287,1,3,1,7,1,2,2010,162000
371,8121,6,2000,2000,0,953,953,1664,2,3,1,7,1,2,2006,172400
372,17120,4,1959,1959,0,0,0,1588,2,4,1,7,1,2,2008,134432
373,7175,6,1984,1984,623,0,744,752,1,2,1,4,0,1,2010,125000
374,10634,5,1953,1953,428,0,608,1319,1,3,1,5,0,1,2009,123000
375,8200,7,2003,2004,0,847,847,1928,2,4,1,8,1,2,2007,219500
376,10020,1,1922,1950,350,333,683,904,0,1,1,4,0,0,2009,61000
377,8846,5,1996,1996,298,572,870,914,1,2,1,5,0,2,2006,148000
378,11143,8,2004,2005,0,1580,1580,2466,3,4,1,8,1,2,2007,340000
379,11394,9,2010,2010,1445,411,1856,1856,1,1,1,8,1,3,2010,394432
380,8123,6,2000,2000,0,982,982,1800,2,3,1,7,1,2,2009,179000
381,5000,5,1924,1950,218,808,1026,1691,2,3,1,6,1,1,2010,127000
382,7200,7,2006,2006,0,1293,1293,1301,2,2,1,5,1,2,2006,187750
383,9245,7,2006,2006,0,939,939,1797,2,3,1,8,0,2,2007,213500
384,9000,6,1928,1950,0,784,784,784,1,2,1,5,0,2,2009,76000
385,53107,6,1992,1992,985,595,1580,1953,2,3,1,9,2,2,2007,240000
386,3182,8,2004,2005,24,1232,1256,1269,2,2,1,6,1,2,2010,192000
387,8410,5,1910,1996,0,658,658,1184,1,5,1,8,0,0,2006,81000
388,7200,6,1976,1976,631,410,1041,1125,1,3,1,6,1,1,2009,125000
389,9382,7,1999,2000,0,1468,1468,1479,2,3,1,6,0,2,2008,191000
390,12474,10,2007,2008,1280,402,1682,2332,2,3,1,9,1,3,2008,426000
391,8405,5,1900,1950,241,229,861,1367,1,4,1,7,0,1,2008,119000
392,12209,6,2001,2002,690,114,804,1961,2,3,1,7,1,2,2009,215000
393,8339,5,1959,1959,0,0,0,882,1,3,1,5,0,1,2007,106500
394,7446,4,1941,1950,266,522,788,788,1,2,1,4,2,0,2006,100000
395,10134,5,1940,1950,0,735,735,1034,1,2,1,5,0,1,2007,109000
396,9571,5,1956,1956,739,405,1144,1144,1,3,1,6,0,1,2010,129000
397,7200,5,1972,1972,777,117,894,894,1,2,1,6,0,2,2009,123000
398,7590,5,1962,1962,540,324,864,1812,2,4,1,8,1,1,2007,169500
399,8967,5,1920,1950,0,961,961,1077,1,2,1,6,0,1,2007,67000
400,8125,7,2006,2007,812,280,1092,1550,2,2,1,7,0,2,2009,241000
401,14963,8,1996,1996,786,474,1260,1288,1,1,1,4,2,2,2008,245500
402,8767,7,2005,2005,24,1286,1310,1310,2,3,1,6,1,2,2006,164990
403,10200,5,1940,1997,0,672,672,672,1,2,1,4,0,1,2008,108000
404,12090,8,1998,1998,0,1141,1141,2263,2,4,1,10,1,2,2006,258000
405,10364,6,1995,1996,0,806,806,1572,2,3,1,7,1,2,2007,168000
406,9991,4,1976,1993,1116,165,1281,1620,2,3,1,8,1,2,2009,150000
407,10480,6,1936,1950,0,1064,1064,1639,1,3,1,6,0,1,2008,115000
408,15576,6,1915,1976,0,840,840,1680,2,4,1,8,0,1,2008,177000
409,14154,7,2006,2006,0,1063,1063,2172,2,3,1,9,1,3,2007,280000
410,10800,8,2007,2008,789,245,1034,2078,2,3,1,8,1,3,2008,339750
411,9571,5,1958,1958,0,1276,1276,1276,1,3,1,5,0,1,2009,60000
412,34650,5,1955,1955,1056,0,1056,1056,1,3,1,5,0,2,2006,145000
413,4403,7,2009,2009,578,892,1470,1478,2,2,1,7,1,2,2010,222000
414,8960,5,1927,1950,0,1008,1008,1028,1,2,1,5,1,2,2010,115000
415,11228,7,1993,1993,50,499,1080,2097,2,3,1,9,1,3,2008,228000
416,8899,7,2007,2007,24,1316,1340,1340,2,3,1,6,0,2,2007,181134
417,7844,6,1978,1978,209,463,672,1400,1,3,1,6,1,2,2006,149500
418,22420,6,1918,1950,1128,242,1370,2624,2,4,1,10,1,3,2007,239000
419,8160,5,1940,1950,312,444,756,1134,1,3,1,7,0,1,2007,126000
420,8450,5,1968,1968,775,281,1056,1056,1,3,1,6,1,1,2010,142000
421,7060,7,1997,1998,1309,35,1344,1344,2,2,2,8,0,4,2008,206300
422,16635,6,1977,2000,1246,356,1602,1602,2,3,1,8,1,2,2009,215000
423,21750,5,1954,1954,0,988,988,988,1,2,1,4,0,2,2008,113000
424,9200,8,1998,1998,986,484,1470,2630,2,4,1,8,1,3,2008,315000
425,9000,6,1956,1956,616,580,1196,1196,1,2,1,6,1,1,2008,139000
426,3378,7,1946,1992,0,651,651,1389,1,3,1,6,2,1,2009,135000
427,12800,7,1989,1989,1518,0,1518,1644,2,2,1,5,1,2,2009,275000
428,8593,4,1957,1957,288,619,907,907,1,3,1,5,0,1,2008,109008
429,6762,7,2007,2007,664,544,1208,1208,2,2,1,6,0,2,2007,195400
430,11457,6,1988,1988,1005,387,1392,1412,2,3,1,6,1,2,2009,175000
431,1680,6,1971,1971,387,96,483,987,1,2,1,4,0,1,2008,85400
432,5586,6,1920,1998,0,901,901,1198,1,4,1,7,0,0,2008,79900
433,1920,5,1971,1971,471,294,765,1365,1,2,1,6,0,2,2007,122500
434,10839,6,1997,1998,0,926,926,1604,2,3,1,7,1,2,2008,181000
435,1890,4,1972,1972,495,135,630,630,1,1,1,3,0,0,2008,81000
436,10667,7,1996,1996,385,70,799,1661,2,3,1,6,1,2,2009,212000
437,4400,6,1920,1950,0,648,648,1118,1,2,1,6,0,2,2006,116000
438,6000,6,1926,2004,0,884,884,904,1,2,1,4,0,1,2009,119000
439,4280,5,1913,2002,365,75,440,694,1,2,1,4,1,1,2007,90350
440,12354,6,1920,2000,0,684,684,1196,1,3,1,7,0,2,2009,110000
441,15431,10,2008,2008,1767,788,3094,2402,2,2,1,10,2,3,2009,555000
442,12108,4,1955,1955,133,1307,1440,1440,2,4,2,8,0,0,2008,118000
443,6240,5,1930,1992,0,1078,1078,1573,2,3,1,8,1,2,2008,162900
444,3922,7,2006,2007,0,1258,1258,1258,2,2,1,6,1,3,2007,172500
445,8750,7,1994,1995,642,273,915,1908,2,4,1,8,1,2,2008,210000
446,9855,6,1956,1956,0,1436,1436,1689,1,3,1,7,1,2,2009,127500
447,16492,6,1966,2002,247,557,1517,1888,2,2,1,6,1,2,2010,190000
448,11214,7,1998,1999,0,930,930,1886,2,4,1,10,1,2,2006,199900
449,8600,6,1937,1950,0,780,780,1376,2,3,1,7,1,1,2006,119500
450,6000,3,1948,2002,331,318,649,1183,1,2,1,6,0,1,2007,120000
451,5684,6,1930,2005,0,813,813,813,1,2,1,5,0,1,2006,110000
452,70761,7,1975,1975,655,878,1533,1533,2,2,1,5,2,2,2006,280000
453,9303,6,1996,1997,742,130,872,1756,2,3,1,7,0,2,2007,204000
454,9000,8,2008,2008,0,768,768,1590,2,3,1,6,0,2,2009,210000
455,9297,5,1976,1976,1606,122,1728,1728,2,4,2,8,0,2,2006,188000
456,9600,7,1973,1973,916,326,1242,1242,1,3,1,6,1,2,2007,175500
457,4571,5,1916,1950,0,624,624,1344,1,4,1,7,0,3,2008,98000
458,53227,4,1954,1994,1116,248,1364,1663,1,2,1,6,2,2,2008,256000
459,5100,8,1925,1996,0,588,588,1666,1,3,1,7,1,1,2008,161000
460,7015,5,1950,1950,185,524,709,1203,1,3,1,5,1,1,2009,110000
461,8004,8,2009,2009,544,288,832,1935,2,3,1,8,0,2,2009,263435
462,7200,7,1936,2007,350,0,560,1135,1,3,1,6,0,2,2009,155000
463,8281,5,1965,1965,553,0,864,864,1,3,1,5,1,1,2009,62383
464,11988,6,1934,1995,326,389,715,1660,1,3,1,6,1,1,2008,188700
465,8430,5,1978,1978,616,424,1040,1040,2,3,1,5,0,0,2009,124000
466,3072,7,2004,2004,0,1375,1375,1414,2,2,1,6,1,2,2006,178740
467,10628,7,1970,1970,778,499,1277,1277,1,2,1,5,1,2,2007,167000
468,9480,5,1942,1995,386,342,728,1644,1,3,1,7,2,1,2007,146500
469,11428,8,2006,2006,0,1626,1626,1634,2,3,1,7,1,3,2007,250000
470,9291,6,1993,1993,426,406,832,1710,2,3,1,7,0,2,2008,187000
471,6820,8,1985,1985,368,0,1488,1502,1,1,1,4,0,2,2010,212000
472,11952,7,1977,1977,0,808,808,1969,2,3,1,8,1,2,2007,190000
473,3675,6,2005,2005,459,88,547,1072,1,2,1,5,0,2,2008,148000
474,14977,8,2006,2007,1350,626,1976,1976,2,2,1,7,1,3,2007,440000
475,5330,8,2000,2000,1196,298,1494,1652,2,2,1,6,0,2,2007,251000
476,8480,5,1963,1963,630,340,970,970,1,2,1,5,0,2,2007,132500
477,13125,6,1997,1998,994,484,1478,1493,2,3,1,7,1,2,2008,208900
478,13693,9,2006,2006,0,2153,2153,2643,2,3,1,9,1,3,2007,380000
479,10637,8,2007,2008,1288,417,1705,1718,2,3,1,7,1,3,2009,297000
480,5925,4,1937,2000,168,739,907,1131,1,2,1,7,0,2,2007,89471
481,16033,9,2004,2005,1261,572,1833,1850,2,3,1,8,1,3,2006,326000
482,11846,9,2003,2004,1567,225,1792,1792,2,2,1,6,1,3,2006,374000
483,2500,7,1915,2005,299,611,910,1826,1,4,1,7,1,1,2009,155000
484,4500,6,1998,1998,897,319,1216,1216,2,2,1,5,0,2,2006,164000
485,7758,5,1962,2001,588,411,999,999,1,3,1,6,0,1,2007,132500
486,9600,5,1950,2007,607,506,1113,1113,1,3,1,5,1,1,2009,147000
487,10289,5,1965,1965,836,237,1073,1073,1,3,1,6,0,2,2007,156000
488,12243,5,1971,1971,998,486,1484,1484,2,3,1,7,1,2,2007,175000
489,10800,5,1900,1970,664,290,954,2414,2,3,2,10,1,2,2006,160000
490,1526,4,1970,2002,515,115,630,630,1,1,1,3,0,1,2009,86000
491,2665,5,1976,1976,0,264,264,1304,1,3,1,4,1,1,2008,115000
492,9490,6,1941,1950,403,238,806,1578,1,3,1,5,2,1,2006,133000
493,15578,6,2006,2006,0,728,728,1456,2,3,1,8,0,2,2006,172785
494,7931,5,1960,1960,374,363,1269,1269,1,3,1,6,1,1,2008,155000
495,5784,5,1938,1996,0,190,190,886,1,2,1,4,0,1,2009,91300
496,7879,4,1920,1950,495,225,720,720,1,2,1,4,0,0,2009,34900
497,12692,8,1992,1993,1231,1969,3200,3228,3,4,1,10,1,2,2007,430000
498,9120,7,1925,1950,329,697,1026,1820,2,4,1,8,0,1,2008,184000
499,7800,5,1967,2004,450,414,864,899,1,3,1,5,0,1,2009,130000
500,7535,5,1958,1985,111,522,912,912,1,2,1,5,0,1,2007,120000
501,1890,6,1973,1973,356,316,672,1218,1,3,1,7,0,1,2007,113000
502,9803,7,2005,2005,400,466,866,1768,2,3,1,7,0,2,2008,226700
503,9170,5,1965,1965,698,420,1214,1214,1,2,1,6,0,2,2007,140000
504,15602,7,1959,1997,1247,254,1501,1801,2,1,1,6,2,2,2010,289000
505,2308,6,1974,1974,257,103,855,1322,2,3,1,6,1,2,2009,147000
506,7596,5,1952,1952,0,960,960,1960,2,4,2,10,0,2,2009,124500
507,9554,8,1993,1994,380,397,777,1911,2,3,1,8,1,2,2006,215000
508,7862,6,2009,2009,27,1191,1218,1218,2,2,1,4,0,2,2009,208300
509,9600,7,1928,2005,141,548,689,1378,2,3,1,7,1,2,2008,161000
510,9600,5,1959,1959,991,50,1041,1041,1,3,1,6,0,1,2009,124500
511,14559,5,1951,2000,650,178,1008,1363,1,2,1,6,2,1,2009,164900
512,6792,7,2005,2006,0,1368,1368,1368,2,2,1,6,1,2,2006,202665
513,9100,5,1958,1958,521,169,864,864,1,3,1,5,0,2,2006,129900
514,9187,6,1983,1983,336,748,1084,1080,1,3,1,5,0,2,2007,134000
515,10594,5,1926,1950,0,768,768,789,1,2,1,5,0,1,2007,96500
516,12220,10,2009,2009,1436,570,2006,2020,2,3,1,9,1,3,2009,402861
517,10448,6,1972,1972,0,689,689,2119,2,3,1,7,1,2,2009,158000
518,10208,7,1996,1997,0,1264,1264,2344,2,3,1,7,1,3,2009,265000
519,9531,6,1998,1998,706,88,794,1796,2,3,1,7,0,2,2007,211000
520,10918,7,1926,2004,0,1276,1276,2080,1,3,1,9,2,1,2009,234000
521,10800,4,1900,2000,0,0,0,1294,2,3,2,7,0,0,2008,106250
522,11988,6,1957,1957,777,467,1244,1244,1,3,1,6,2,1,2007,150000
523,5000,6,1947,1950,399,605,1004,1664,2,3,1,7,2,2,2006,159000
524,40094,10,2007,2008,2260,878,3138,4676,3,3,1,11,1,3,2007,184750
525,11787,7,1996,1997,719,660,1379,2398,2,3,1,8,1,3,2007,315750
526,7500,7,2005,2005,0,1257,1257,1266,2,3,1,6,1,2,2006,176000
527,13300,5,1956,2000,377,551,928,928,1,2,1,4,0,1,2007,132000
528,14948,9,2008,2008,1330,122,1452,2713,2,3,1,11,1,3,2008,446261
529,9098,4,1920,2002,348,180,528,605,1,2,1,5,0,0,2007,86000
530,32668,6,1957,1975,1219,816,2035,2515,3,4,2,9,2,2,2007,200624
531,10200,6,1988,1989,783,678,1461,1509,2,3,1,5,1,2,2008,175000
532,6155,6,1920,1999,0,611,611,1362,2,3,1,6,0,2,2008,128000
533,7200,5,1955,2007,0,0,0,827,1,2,1,5,1,1,2010,107500
534,5000,1,1946,1950,0,0,0,334,1,1,1,2,0,0,2007,39300
535,9056,8,2004,2004,0,707,707,1414,2,3,1,6,1,2,2006,178000
536,7000,5,1910,1991,969,148,1117,1347,1,3,1,5,0,0,2008,107500
537,8924,7,1998,1999,0,880,880,1724,2,3,1,8,0,2,2008,188000
538,12735,4,1972,1972,600,264,864,864,1,3,1,5,0,2,2008,111250
539,11553,5,1968,1968,673,378,1051,1159,1,3,1,7,1,1,2006,158000
540,11423,8,2001,2002,1358,223,1581,1601,2,3,1,6,1,2,2010,272000
541,14601,9,2006,2006,1260,578,1838,1838,2,2,1,8,1,3,2009,315000
542,11000,8,2000,2000,0,969,969,2285,2,4,1,8,1,3,2007,248000
543,10140,7,1998,1999,144,379,1650,1680,2,3,1,7,1,2,2009,213250
544,4058,7,1998,1998,584,0,723,767,1,1,1,4,0,1,2007,133000
545,17104,7,2006,2006,554,100,654,1496,2,3,1,7,1,2,2006,179665
546,13837,7,1988,1988,1002,0,1204,2183,2,4,1,9,0,3,2006,229000
547,8737,6,1923,1950,300,765,1065,1635,1,3,1,6,1,2,2007,210000
548,7244,5,1970,1970,619,149,768,768,1,2,1,5,0,2,2007,129500
549,8235,5,1955,1995,180,0,825,825,1,2,1,4,0,2,2008,125000
550,9375,7,2003,2004,0,912,912,2094,2,4,1,8,1,2,2009,263000
551,4043,6,1977,1977,559,510,1069,1069,2,2,1,4,0,2,2008,140000
552,6000,5,1957,1957,308,620,928,928,1,3,1,5,0,1,2008,112500
553,11146,8,2006,2006,0,1709,1709,1717,2,3,1,7,1,3,2009,255500
554,8777,4,1949,2003,0,0,0,1126,2,2,1,5,0,2,2009,108000
555,10625,7,2003,2004,866,132,998,2046,2,3,1,8,1,3,2008,284000
556,6380,5,1922,1950,0,993,993,1048,1,2,1,5,1,1,2006,113000
557,14850,5,1957,1957,895,197,1092,1092,1,2,1,6,1,1,2006,141000
558,11040,4,1920,1950,637,0,637,1336,1,3,1,7,0,1,2006,108000
559,21872,7,1996,1997,604,125,729,1446,2,3,1,6,1,2,2008,175000
560,3196,7,2003,2004,0,1374,1374,1557,2,2,1,7,1,2,2006,234000
561,11341,5,1957,1996,1302,90,1392,1392,1,3,1,5,1,2,2010,121500
562,10010,5,1974,1975,1071,195,1389,1389,1,2,1,6,1,2,2006,170000
563,13907,5,1940,1969,290,706,996,996,1,3,1,6,1,0,2008,108000
564,21780,6,1918,1950,0,1163,1163,1674,2,4,1,8,1,2,2008,185000
565,13346,7,1992,2000,728,367,1095,2295,2,4,1,9,1,2,2006,268000
566,6858,6,1915,1950,0,806,806,1647,1,4,1,6,0,1,2010,128000
567,11198,9,2005,2007,0,1122,1122,2504,2,4,1,11,1,3,2008,325000
568,10171,7,2004,2004,2,1515,1517,1535,2,3,1,7,0,2,2010,214000
569,12327,8,1983,2009,1441,55,1496,2132,1,1,1,5,1,2,2009,316600
570,7032,5,1979,1979,943,0,943,943,1,2,1,4,2,2,2006,135960
571,13101,5,1965,1965,231,1497,1728,1728,2,6,2,10,0,2,2008,142600
572,7332,6,1959,1959,414,450,864,864,1,2,1,4,0,1,2006,120000
573,13159,7,2009,2009,0,846,846,1692,2,3,1,6,0,2,2009,224500
574,9967,7,2000,2000,0,384,384,1430,2,3,1,8,1,2,2007,170000
575,10500,5,1971,2005,349,23,372,1109,1,3,1,5,0,1,2007,139000
576,8480,5,1947,1950,442,390,832,1216,1,2,1,6,0,1,2008,118500
577,6292,7,1928,1950,0,861,861,1477,2,3,1,6,1,1,2009,145000
578,11777,5,1966,1966,328,285,1164,1320,1,3,1,6,2,2,2006,164500
579,3604,7,2007,2007,0,689,689,1392,2,2,1,5,0,2,2008,146000
580,12150,5,1954,1954,0,1050,1050,1795,2,4,1,7,0,1,2008,131500
581,14585,6,1960,1987,594,331,1144,1429,1,3,1,7,2,2,2007,181900
582,12704,8,2008,2009,0,2042,2042,2042,2,3,1,8,1,3,2009,253293
583,11841,6,1990,1990,816,0,816,816,1,3,1,5,0,0,2007,118500
584,13500,10,1893,2000,0,1237,1237,2775,3,3,1,9,1,2,2008,325000
585,6120,4,1935,1995,0,884,884,1573,1,3,1,6,0,1,2009,133000
